date,politician,channel_type,mentions
2022-03-19,Прокопенко Денис,other,13
2022-03-19,Яценюк Арсеній,other,1
2022-03-19,Усик Олександр,other,2
2022-03-19,Гордон Дмитро,other,2
2022-03-19,Вілкул Олександр,other,26
2022-03-19,Малюк Василь,other,18
2022-03-19,Кривонос Сергій,other,1
2022-03-19,Тимошенко Юлія,other,4
2022-03-19,Притула Сергій,other,5
2022-03-19,Карась Євген,other,2
2022-03-19,Бутусов Юрій,other,2
2022-03-19,Стефанчук Руслан,other,4
2022-03-19,Разумков Дмитро,other,1
2022-03-19,Маркус Валерій,other,1
2022-03-19,Портніков Віталій,other,1
2022-03-20,Зеленський Володимир,other,705
2022-03-20,Кличко Віталій,other,75
2022-03-20,Верещук Ірина,other,104
2022-03-20,Арестович Олексій,other,112
2022-03-20,Вілкул Олександр,other,55
2022-03-20,Подоляк Михайло,other,70
2022-03-20,Береза Борислав,other,1
2022-03-20,Арахамія Давид,other,5
2022-03-20,Порошенко Петро,other,13
2022-03-20,Залужний Валерій,other,11
2022-03-20,Гетманцев Данило,other,3
2022-03-20,Зеленський Володимир,RU gov official,1
2022-03-20,Яценюк Арсеній,other,3
2022-03-20,Кім Віталій,other,6
2022-03-20,Усик Олександр,other,2
2022-03-20,Портніков Віталій,other,3
2022-03-20,Тимошенко Юлія,other,8
2022-03-20,Федоров Михайло,other,11
2022-03-20,Кривонос Сергій,other,1
2022-03-20,Притула Сергій,other,24
2022-03-20,Кулеба Дмитро,other,15
2022-03-20,Безугла Мар'яна,other,3
2022-03-20,Карась Євген,other,1
2022-03-20,Берлінська Марія,other,4
2022-03-20,Малюк Василь,other,6
2022-03-20,Стерненко Сергій,other,1
2022-03-20,Стефанчук Руслан,other,6
2022-03-20,Мураєв Євген,other,1
2022-03-20,Терехов Ігор,other,1
2022-03-20,Свириденко Юлія,other,4
2022-03-21,Зеленський Володимир,other,525
2022-03-21,Верещук Ірина,other,85
2022-03-21,Арестович Олексій,other,209
2022-03-21,Подоляк Михайло,other,54
2022-03-21,Кулеба Дмитро,other,17
2022-03-21,Кім Віталій,other,13
2022-03-21,Железняк Ярослав,other,7
2022-03-21,Кличко Віталій,other,45
2022-03-21,Стефанчук Руслан,other,48
2022-03-21,Прокопенко Денис,other,10
2022-03-21,Бутусов Юрій,other,49
2022-03-21,Арахамія Давид,other,27
2022-03-21,Порошенко Петро,other,6
2022-03-21,Притула Сергій,other,6
2022-03-21,Терехов Ігор,other,14
2022-03-21,Зеленський Володимир,RU gov official,1
2022-03-21,Зеленський Володимир,voenkor,2
2022-03-21,Берлінська Марія,other,2
2022-03-21,Усик Олександр,other,2
2022-03-21,Мураєв Євген,other,1
2022-03-21,Вілкул Олександр,other,2
2022-03-21,Залужний Валерій,other,8
2022-03-21,Бойко Юрій,other,1
2022-03-21,Гетманцев Данило,other,3
2022-03-21,Ляшко Олег,other,8
2022-03-21,Тимошенко Юлія,other,1
2022-03-21,Білецький Андрій,other,1
2022-03-21,Федоров Михайло,other,7
2022-03-21,Чмут Тарас,other,1
2022-03-21,Портніков Віталій,other,2
2022-03-22,Арестович Олексій,other,153
2022-03-22,Зеленський Володимир,other,501
2022-03-22,Вілкул Олександр,other,16
2022-03-22,Верещук Ірина,other,106
2022-03-22,Подоляк Михайло,other,63
2022-03-22,Гордон Дмитро,other,8
2022-03-22,Залужний Валерій,other,23
2022-03-22,Кім Віталій,other,5
2022-03-22,Порошенко Петро,other,12
2022-03-22,Портніков Віталій,other,4
2022-03-22,Кличко Віталій,other,7
2022-03-22,Зеленський Володимир,voenkor,1
2022-03-22,Усик Олександр,other,11
2022-03-22,Кулеба Дмитро,other,24
2022-03-22,Притула Сергій,other,11
2022-03-22,Ляшко Олег,other,3
2022-03-22,Федоров Михайло,other,7
2022-03-22,Железняк Ярослав,other,2
2022-03-22,Терехов Ігор,other,5
2022-03-22,Прокопенко Денис,other,2
2022-03-22,Бутусов Юрій,other,1
2022-03-22,Малюк Василь,other,4
2022-03-22,Тимошенко Юлія,other,8
2022-03-22,Мураєв Євген,other,1
2022-03-22,Стефанчук Руслан,other,7
2022-03-22,Білецький Андрій,other,1
2022-03-23,Арестович Олексій,other,137
2022-03-23,Зеленський Володимир,other,323
2022-03-23,Тимошенко Юлія,other,8
2022-03-23,Верещук Ірина,other,109
2022-03-23,Кулеба Дмитро,other,42
2022-03-23,Кличко Віталій,other,48
2022-03-23,Терехов Ігор,other,19
2022-03-23,Кім Віталій,other,28
2022-03-23,Подоляк Михайло,other,89
2022-03-23,Порошенко Петро,other,6
2022-03-23,Чмут Тарас,other,30
2022-03-23,Федоров Михайло,other,13
2022-03-23,Кривонос Сергій,other,3
2022-03-23,Усик Олександр,other,30
2022-03-23,Ляшко Олег,other,23
2022-03-23,Зеленський Володимир,voenkor,3
2022-03-23,Порошенко Петро,voenkor,1
2022-03-23,Берлінська Марія,other,3
2022-03-23,Малюк Василь,other,8
2022-03-23,Бутусов Юрій,other,16
2022-03-23,Вілкул Олександр,other,13
2022-03-23,Притула Сергій,other,10
2022-03-23,Мураєв Євген,other,2
2022-03-23,Разумков Дмитро,other,1
2022-03-23,Карась Євген,other,1
2022-03-23,Залужний Валерій,other,1
2022-03-23,Яценюк Арсеній,other,1
2022-03-23,Стефанчук Руслан,other,3
2022-03-23,Железняк Ярослав,other,1
2022-03-23,Портніков Віталій,other,1
2022-03-24,Зеленський Володимир,other,580
2022-03-24,Верещук Ірина,other,117
2022-03-24,Арестович Олексій,other,113
2022-03-24,Кім Віталій,other,28
2022-03-24,Кличко Віталій,other,23
2022-03-24,Терехов Ігор,other,11
2022-03-24,Кулеба Дмитро,other,77
2022-03-24,Подоляк Михайло,other,51
2022-03-24,Маркус Валерій,other,1
2022-03-24,Притула Сергій,other,16
2022-03-24,Тимошенко Юлія,other,26
2022-03-24,Залужний Валерій,other,5
2022-03-24,Порошенко Петро,other,4
2022-03-24,Усик Олександр,other,6
2022-03-24,Вілкул Олександр,other,24
2022-03-24,Чмут Тарас,other,4
2022-03-24,Гетманцев Данило,other,2
2022-03-24,Яценюк Арсеній,other,1
2022-03-24,Карась Євген,other,2
2022-03-24,Ляшко Олег,other,3
2022-03-24,Федоров Михайло,other,2
2022-03-24,Арахамія Давид,other,1
2022-03-24,Стефанчук Руслан,other,5
2022-03-24,Железняк Ярослав,other,1
2022-03-24,Портніков Віталій,other,3
2022-03-24,Малюк Василь,other,1
2022-03-24,Давидюк Микола,other,1
2022-03-25,Подоляк Михайло,other,32
2022-03-25,Кулеба Дмитро,other,68
2022-03-25,Зеленський Володимир,other,235
2022-03-25,Верещук Ірина,other,69
2022-03-25,Кім Віталій,other,16
2022-03-25,Буданов Кирило,other,24
2022-03-25,Усик Олександр,other,29
2022-03-25,Кличко Віталій,other,15
2022-03-25,Арестович Олексій,other,145
2022-03-25,Кривонос Сергій,other,1
2022-03-25,Железняк Ярослав,other,1
2022-03-25,Федоров Михайло,other,11
2022-03-25,Порошенко Петро,other,4
2022-03-25,Берлінська Марія,other,7
2022-03-25,Притула Сергій,other,40
2022-03-25,Кузик Петро,other,27
2022-03-25,Вілкул Олександр,other,8
2022-03-25,Малюк Василь,other,1
2022-03-25,Терехов Ігор,other,1
2022-03-25,Арахамія Давид,other,2
2022-03-25,Карась Євген,other,2
2022-03-25,Тимошенко Юлія,other,9
2022-03-25,Стефанчук Руслан,other,5
2022-03-25,Залужний Валерій,other,1
2022-03-25,Портніков Віталій,other,2
2022-03-26,Арестович Олексій,other,181
2022-03-26,Зеленський Володимир,other,322
2022-03-26,Кім Віталій,other,19
2022-03-26,Верещук Ірина,other,74
2022-03-26,Подоляк Михайло,other,56
2022-03-26,Кулеба Дмитро,other,152
2022-03-26,Кличко Віталій,other,36
2022-03-26,Свириденко Юлія,other,3
2022-03-26,Берлінська Марія,other,3
2022-03-26,Зеленський Володимир,RU gov official,1
2022-03-26,Буданов Кирило,other,2
2022-03-26,Арестович Олексій,voenkor,1
2022-03-26,Залужний Валерій,other,14
2022-03-26,Усик Олександр,other,7
2022-03-26,Железняк Ярослав,other,1
2022-03-26,Притула Сергій,other,14
2022-03-26,Вілкул Олександр,other,6
2022-03-26,Порошенко Петро,other,15
2022-03-26,Малюк Василь,other,7
2022-03-26,Прокопенко Денис,other,14
2022-03-26,Тимошенко Юлія,other,7
2022-03-26,Терехов Ігор,other,3
2022-03-26,Бутусов Юрій,other,1
2022-03-26,Ляшко Олег,other,1
2022-03-26,Стефанчук Руслан,other,2
2022-03-26,Кривонос Сергій,other,1
2022-03-26,Федоров Михайло,other,1
2022-03-26,Чмут Тарас,other,1
2022-03-26,Портніков Віталій,other,2
2022-03-27,Арестович Олексій,other,219
2022-03-27,Подоляк Михайло,other,102
2022-03-27,Зеленський Володимир,other,622
2022-03-27,Арахамія Давид,other,71
2022-03-27,Верещук Ірина,other,58
2022-03-27,Усик Олександр,other,45
2022-03-27,Кулеба Дмитро,other,20
2022-03-27,Порошенко Петро,other,5
2022-03-27,Буданов Кирило,other,37
2022-03-27,Залужний Валерій,other,25
2022-03-27,Кім Віталій,other,2
2022-03-27,Зеленський Володимир,RU gov official,1
